Pergunta;Comparacao;SoftDice;Impacto;Impacto_%;Variante_A;Variante_B;Ruido;Modelo
P1;numeric_stats vs baseline;0,7912896063542042;0,025710393645795748;3,1469270068293453;v04_plus_numeric_stats;v00_baseline;0,817;GEMINI
P1;sample_values vs baseline;0,7167036401451506;0,1002963598548493;12,27617623682366;v05_plus_sample_values;v00_baseline;0,817;GEMINI
P1;frequent_values vs baseline;0,7496810848851686;0,06731891511483135;8,239769291901023;v06_plus_frequent_values;v00_baseline;0,817;GEMINI
P1;sample_rows vs baseline;0,706220564768921;0,11077943523107892;13,559294397928875;v07_plus_sample_rows;v00_baseline;0,817;GEMINI
P2;numeric_stats sozinho;0,7912896063542042;0,025710393645795748;3,1469270068293453;v04_plus_numeric_stats;v00_baseline;0,817;GEMINI
P2;numeric_stats + nullable vs nullable;0,8046361406693161;0,012363859330683846;1,513324275481499;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,817;GEMINI
P2;full vs full-sem-numeric_stats;0,8354022573459089;-0,018402257345908946;-2,252418279793017;v01_full;v24_full_no_numeric_stats;0,817;GEMINI
P3;rows vs sample_values;0,7025795661323665;0,11442043386763345;14,004949065805809;v07_plus_sample_rows;v05_plus_sample_values;0,817;GEMINI
P3;rows vs frequent_values;0,6865075363965326;0,13049246360346733;15,97214976786626;v07_plus_sample_rows;v06_plus_frequent_values;0,817;GEMINI
P3;rows+sample_val vs rows;0,7380804517839055;0,07891954821609448;9,65967542424657;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,817;GEMINI
P3;rows+sample_val vs sample_val;0,7902315103247229;0,026768489675277007;3,276436924758508;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,817;GEMINI
P3;rows+freq_val vs rows;0,7706977533723753;0,04630224662762461;5,667349648424065;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,817;GEMINI
P3;rows+ambos vs rows;0,7040080777132465;0,11299192228675348;13,830100647093449;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,817;GEMINI
P3;full vs full-sem-rows;0,7930034690604889;0,02399653093951104;2,9371518897810334;v01_full;v25_full_no_sample_rows;0,817;GEMINI
P4;FK+sample_val vs sample_val;0,7789341076528068;0,03806589234719315;4,659227949472847;v08_fk_plus_sample_values;v05_plus_sample_values;0,817;GEMINI
P4;FK+freq_val vs freq_val;0,7902778607748321;0,026722139225167862;3,270763675051146;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,817;GEMINI
P4;FK+ambos vs FK+sample_val;0,8086873023970234;0,008312697602976593;1,01746604687596;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,817;GEMINI
P4;FK+rows vs rows;0,7497382654648593;0,06726173453514062;8,232770444937652;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,817;GEMINI
P4;FK isolado vs baseline;0,8022061404600768;0,014793859539923182;1,8107539216552244;v02_plus_fk;v00_baseline;0,817;GEMINI
P5;nullable+sample_val vs sample_val;0,8007480463518005;0,016251953648199424;1,9892232127539076;v12_nullable_plus_sample_values;v05_plus_sample_values;0,817;GEMINI
P5;nullable+freq_val vs freq_val;0,7917216477217016;0,025278352278298333;3,094045566499184;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,817;GEMINI
P5;nullable+numeric_stats vs numeric_stats;0,7590870509484491;0,057912949051550866;7,088488256003779;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,817;GEMINI
P5;nullable isolado vs baseline;0,832292044303996;-0,015292044303996;-1,8717312489591187;v03_plus_nullable;v00_baseline;0,817;GEMINI
P7;v00_baseline vs Full;0,6967106521687313;0,12028934783126866;14,723298388160181;v00_baseline;v01_full;0,817;GEMINI
P7;v02_plus_fk vs Full;0,7203339869992392;0,09666601300076072;11,83182533669042;v02_plus_fk;v01_full;0,817;GEMINI
P7;v03_plus_nullable vs Full;0,6955992975152462;0,12140070248475376;14,859327109516984;v03_plus_nullable;v01_full;0,817;GEMINI
