Pergunta;Comparacao;SoftDice;Impacto;Impacto_%;Variante_A;Variante_B;Ruido;Modelo
P5;nullable+numeric_stats vs numeric_stats;0,777194117925188;0,097805882074812;11,17781509426423;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,875;MISTRAL
P5;nullable isolado vs baseline;0,7079315720029986;0,1670684279970014;19,09353462822873;v03_plus_nullable;v00_baseline;0,875;MISTRAL
P7;v00_baseline vs Full;0,6055742549325287;0,2694257450674713;30,791513721996722;v00_baseline;v01_full;0,875;MISTRAL
P7;v02_plus_fk vs Full;0,5511901628352177;0,3238098371647823;37,00683853311798;v02_plus_fk;v01_full;0,875;MISTRAL
P7;v03_plus_nullable vs Full;0,5641651634194293;0,31083483658057065;35,523981323493786;v03_plus_nullable;v01_full;0,875;MISTRAL
P7;v04_plus_numeric_stats vs Full;0,6451651700525423;0,22983482994745774;26,26683770828088;v04_plus_numeric_stats;v01_full;0,875;MISTRAL
P7;v05_plus_sample_values vs Full;0,6459028788125545;0,22909712118744552;26,18252813570806;v05_plus_sample_values;v01_full;0,875;MISTRAL
P7;v06_plus_frequent_values vs Full;0,6318202368705592;0,24317976312944078;27,791972929078945;v06_plus_frequent_values;v01_full;0,875;MISTRAL
P7;v07_plus_sample_rows vs Full;0,6447012631802188;0,2302987368197812;26,319855636546425;v07_plus_sample_rows;v01_full;0,875;MISTRAL
P7;v08_fk_plus_sample_values vs Full;0,6063121680434148;0,2686878319565852;30,707180795038308;v08_fk_plus_sample_values;v01_full;0,875;MISTRAL
P7;v09_fk_plus_frequent_values vs Full;0,6731719499029236;0,20182805009707638;23,0660628682373;v09_fk_plus_frequent_values;v01_full;0,875;MISTRAL
P7;v10_fk_plus_sample_and_frequent vs Full;0,6466785388135124;0,22832146118648755;26,093881278455722;v10_fk_plus_sample_and_frequent;v01_full;0,875;MISTRAL
P7;v11_fk_plus_sample_rows vs Full;0,6075315312592103;0,26746846874078967;30,56782499894739;v11_fk_plus_sample_rows;v01_full;0,875;MISTRAL
P7;v12_nullable_plus_sample_values vs Full;0,7073921277926596;0,1676078722073404;19,15518539512462;v12_nullable_plus_sample_values;v01_full;0,875;MISTRAL
P7;v13_nullable_plus_frequent_values vs Full;0,6398909415188601;0,23510905848113994;26,86960668355885;v13_nullable_plus_frequent_values;v01_full;0,875;MISTRAL
P7;v14_nullable_plus_numeric_stats vs Full;0,636743449763048;0,23825655023695202;27,229320027080234;v14_nullable_plus_numeric_stats;v01_full;0,875;MISTRAL
P7;v15_sample_rows_vs_sample_values vs Full;0,6475387936303479;0,22746120636965206;25,99556644224595;v15_sample_rows_vs_sample_values;v01_full;0,875;MISTRAL
P7;v16_sample_rows_vs_frequent_values vs Full;0,6045225324147133;0,2704774675852867;30,911710581175623;v16_sample_rows_vs_frequent_values;v01_full;0,875;MISTRAL
P7;v17_sample_rows_plus_both_values vs Full;0,6597873983692749;0,2152126016307251;24,595725900654294;v17_sample_rows_plus_both_values;v01_full;0,875;MISTRAL
P7;v18_fk_nullable_sample_values vs Full;0,6262938918040524;0,24870610819594763;28,423555222394015;v18_fk_nullable_sample_values;v01_full;0,875;MISTRAL
P7;v19_fk_nullable_frequent_values vs Full;0,6477455883993233;0,22725441160067672;25,971932754363053;v19_fk_nullable_frequent_values;v01_full;0,875;MISTRAL
P7;v20_fk_nullable_both_values vs Full;0,6216056531521166;0,2533943468478834;28,959353925472392;v20_fk_nullable_both_values;v01_full;0,875;MISTRAL
P7;v21_fk_nullable_sample_rows vs Full;0,5654577336345414;0,30954226636545856;35,376259013195266;v21_fk_nullable_sample_rows;v01_full;0,875;MISTRAL
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;0,5763727805988579;0,2986272194011421;34,12882507441624;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,875;MISTRAL
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;0,6756220632286216;0,19937793677137838;22,78604991672896;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,875;MISTRAL
P7;v24_full_no_numeric_stats vs Full;0,6424670224877777;0,23253297751222235;26,575197429968267;v24_full_no_numeric_stats;v01_full;0,875;MISTRAL
P7;v25_full_no_sample_rows vs Full;0,6865787068098476;0,18842129319015244;21,533862078874563;v25_full_no_sample_rows;v01_full;0,875;MISTRAL
P1;FK vs baseline;0,694899516359951;0,16610048364004903;19,29157765854228;v02_plus_fk;v00_baseline;0,861;GEMINI
P1;nullable vs baseline;0,6728528433074322;0,18814715669256776;21,852166863248286;v03_plus_nullable;v00_baseline;0,861;GEMINI
P1;numeric_stats vs baseline;0,6903264530716142;0,17067354692838577;19,822711606084294;v04_plus_numeric_stats;v00_baseline;0,861;GEMINI
P1;sample_values vs baseline;0,7296748022875239;0,13132519771247608;15,252636203539616;v05_plus_sample_values;v00_baseline;0,861;GEMINI
P1;frequent_values vs baseline;0,6266496691477407;0,23435033085225931;27,21838918144708;v06_plus_frequent_values;v00_baseline;0,861;GEMINI
P1;sample_rows vs baseline;0,7408718029832361;0,12012819701676392;13,952171546662475;v07_plus_sample_rows;v00_baseline;0,861;GEMINI
P2;numeric_stats sozinho;0,6903264530716142;0,17067354692838577;19,822711606084294;v04_plus_numeric_stats;v00_baseline;0,861;GEMINI
P2;numeric_stats + nullable vs nullable;0,6885122309391896;0,17248776906081043;20,033422655146392;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,861;GEMINI
P2;full vs full-sem-numeric_stats;0,7438409916927584;0,11715900830724157;13,607318038007152;v01_full;v24_full_no_numeric_stats;0,861;GEMINI
P3;rows vs sample_values;0,7660715865837919;0,09492841341620806;11,025367411870855;v07_plus_sample_rows;v05_plus_sample_values;0,861;GEMINI
P3;rows vs frequent_values;0,74188450407818;0,11911549592182002;13,834552371872244;v07_plus_sample_rows;v06_plus_frequent_values;0,861;GEMINI
P3;rows+sample_val vs rows;0,7092800924918216;0,15171990750817843;17,621359757047436;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,861;GEMINI
P3;rows+sample_val vs sample_val;0,7390484866873429;0,12195151331265708;14,163938828415457;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,861;GEMINI
P3;rows+freq_val vs rows;0,707506416977887;0,15349358302211302;17,827361558898144;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,861;GEMINI
P3;rows+ambos vs rows;0,6997597247912114;0,16124027520878859;18,727093520184503;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,861;GEMINI
P3;full vs full-sem-rows;0,6963914501567823;0,1646085498432177;19,118298471918433;v01_full;v25_full_no_sample_rows;0,861;GEMINI
P4;FK+sample_val vs sample_val;0,735904118594494;0,12509588140550598;14,529138374623226;v08_fk_plus_sample_values;v05_plus_sample_values;0,861;GEMINI
P4;FK+freq_val vs freq_val;0,6626817630288264;0,19831823697117357;23,033477000136305;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,861;GEMINI
P4;FK+ambos vs FK+sample_val;0,6897023970093508;0,17129760299064922;19,89519198497668;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,861;GEMINI
P4;FK+rows vs rows;0,7576620585209838;0,1033379414790162;12,002083795472265;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,861;GEMINI
P4;FK isolado vs baseline;0,694899516359951;0,16610048364004903;19,29157765854228;v02_plus_fk;v00_baseline;0,861;GEMINI
P5;nullable+sample_val vs sample_val;0,745011626154705;0,11598837384529503;13,471355847304883;v12_nullable_plus_sample_values;v05_plus_sample_values;0,861;GEMINI
P5;nullable+freq_val vs freq_val;0,6468271267186548;0,21417287328134516;24,87489817437226;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,861;GEMINI
P5;nullable+numeric_stats vs numeric_stats;0,6799452976274574;0,18105470237254262;21,028420716903906;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,861;GEMINI
