Tabela,Modelo,HardDice_Lex_mean,SoftDice_Sem_mean
nhanes_laboratory.pfas_j,MISTRAL,0.7777777777777777,0.9561983942985535
nhanes_laboratory.pfas_j,OPENAI,0.4444444444444444,0.7666807505819532
nhanes_laboratory.phthte_j,DEEPSEEK,0.7777777777777777,0.9650925530327691
nhanes_laboratory.phthte_j,MISTRAL,1.0,0.999999483426412
nhanes_laboratory.phthte_j,OPENAI,1.0,0.999999205271403
nhanes_laboratory.ssagp_j,DEEPSEEK,1.0,0.9999993642171224
nhanes_laboratory.ssagp_j,MISTRAL,1.0,0.9999991456667582
nhanes_laboratory.ssagp_j,OPENAI,1.0,0.9999991655349731
nhanes_laboratory.ssfr_j,DEEPSEEK,0.3333333333333333,0.3333330551783244
nhanes_laboratory.ssfr_j,MISTRAL,0.3333333333333333,0.6495197282897102
nhanes_laboratory.ssfr_j,OPENAI,0.5555555555555555,0.8573079705238342
nhanes_laboratory.ssglyp_j,DEEPSEEK,0.7777777777777777,0.9792650739351908
nhanes_laboratory.ssglyp_j,MISTRAL,0.3333333333333333,0.8054490420553418
nhanes_laboratory.ssglyp_j,OPENAI,1.0,0.9999991854031881
nhanes_laboratory.ssneon_j,DEEPSEEK,0.7777777777777777,0.9050752388106452
nhanes_laboratory.ssneon_j,MISTRAL,0.7777777777777777,0.7777773208088344
nhanes_laboratory.ssneon_j,OPENAI,1.0,0.999999205271403
nhanes_laboratory.sspfas_j,DEEPSEEK,0.7777777777777777,0.951969948079851
nhanes_laboratory.sspfas_j,MISTRAL,0.4444444444444444,0.7510833607779609
nhanes_laboratory.sspfas_j,OPENAI,1.0,0.9999995032946268
nhanes_laboratory.sstst_j,DEEPSEEK,1.0,0.9999993443489075
nhanes_laboratory.sstst_j,MISTRAL,0.5555555555555555,0.8130053215556675
nhanes_laboratory.sstst_j,OPENAI,1.0,0.9999993046124777
nhanes_laboratory.ssuvcm_j,DEEPSEEK,1.0,0.9999990165233612
nhanes_laboratory.ssuvcm_j,MISTRAL,1.0,0.9999994436899821
nhanes_laboratory.ssuvcm_j,OPENAI,1.0,0.999999205271403
nhanes_laboratory.ssuvoc_j,DEEPSEEK,0.2222222222222222,0.5625637968381246
nhanes_laboratory.ssuvoc_j,MISTRAL,1.0,0.9999991257985433
nhanes_laboratory.ssuvoc_j,OPENAI,1.0,0.999999205271403
nhanes_laboratory.tchol_j,DEEPSEEK,0.8666666666666667,0.8666661500930787
nhanes_laboratory.tchol_j,MISTRAL,0.5555555555555555,0.9332790639665393
nhanes_laboratory.tchol_j,OPENAI,0.3333333333333333,0.8320902585983276
nhanes_laboratory.tfr_j,DEEPSEEK,1.0,0.9999991854031881
nhanes_laboratory.tfr_j,MISTRAL,1.0,0.9999991456667582
nhanes_laboratory.tfr_j,OPENAI,1.0,0.9999992251396179
nhanes_laboratory.trigly_j,DEEPSEEK,1.0,0.9999992450078329
nhanes_laboratory.trigly_j,MISTRAL,0.3333333333333333,0.8061709139082166
nhanes_laboratory.trigly_j,OPENAI,0.3333333333333333,0.8072475459840563
nhanes_laboratory.uas_j,DEEPSEEK,0.3333333333333333,0.9134414593378702
nhanes_laboratory.uas_j,MISTRAL,0.4444444444444444,0.6401469111442566
nhanes_laboratory.uas_j,OPENAI,1.0,0.9999992450078329
nhanes_laboratory.ucflow_j,DEEPSEEK,1.0,0.9999995430310568
nhanes_laboratory.ucflow_j,MISTRAL,1.0,0.9999993840853373
nhanes_laboratory.ucflow_j,OPENAI,1.0,0.999999483426412
nhanes_laboratory.ucm_j,DEEPSEEK,0.6,0.8349863462977939
nhanes_laboratory.ucm_j,MISTRAL,0.3333333333333333,0.7971337371402316
nhanes_laboratory.ucm_j,OPENAI,1.0,0.9999993840853373
nhanes_laboratory.ucot_j,DEEPSEEK,1.0,0.9999993244806925
nhanes_laboratory.ucot_j,MISTRAL,0.3333333333333333,0.8632260494761996
nhanes_laboratory.ucot_j,OPENAI,0.7777777777777777,0.9374592834048802
nhanes_laboratory.ucpreg_j,DEEPSEEK,0.3333333333333333,0.8040910164515177
nhanes_laboratory.ucpreg_j,MISTRAL,0.5555555555555555,0.7037004563543531
nhanes_laboratory.ucpreg_j,OPENAI,1.0,0.9999992251396179
nhanes_laboratory.uhg_j,DEEPSEEK,0.5555555555555555,0.9557177159521314
nhanes_laboratory.uhg_j,MISTRAL,0.5555555555555555,0.6793154742982653
nhanes_laboratory.uhg_j,OPENAI,1.0,0.9999992450078329
nhanes_laboratory.uio_j,DEEPSEEK,0.7777777777777777,0.7777774069044324
nhanes_laboratory.uio_j,MISTRAL,0.5555555555555555,0.8163247439596387
nhanes_laboratory.uio_j,OPENAI,0.3333333333333333,0.8094985882441202
nhanes_laboratory.um_j,DEEPSEEK,1.0,0.9999994436899821
nhanes_laboratory.um_j,MISTRAL,1.0,0.9999993046124777
nhanes_laboratory.um_j,OPENAI,0.7777777777777777,0.7777773340543112
nhanes_laboratory.uni_j,DEEPSEEK,0.5555555555555555,0.8407069245974222
nhanes_laboratory.uni_j,MISTRAL,0.5555555555555555,0.932346138689253
nhanes_laboratory.uni_j,OPENAI,1.0,0.9999993244806925
nhanes_laboratory.uphopm_j,DEEPSEEK,1.0,0.9999993443489075
nhanes_laboratory.uphopm_j,MISTRAL,0.7777777777777777,0.9411607715818618
nhanes_laboratory.uphopm_j,OPENAI,1.0,0.9999993046124777
nhanes_laboratory.utas_j,DEEPSEEK,0.3333333333333333,0.6279581785202026
nhanes_laboratory.utas_j,MISTRAL,0.6666666666666666,0.9367917577425638
nhanes_laboratory.utas_j,OPENAI,0.5555555555555555,0.7340725660324097
nhanes_laboratory.uvoc_j,DEEPSEEK,0.7777777777777777,0.9412466817431979
nhanes_laboratory.uvoc_j,MISTRAL,0.3333333333333333,0.7765394383006626
nhanes_laboratory.uvoc_j,OPENAI,1.0,0.9999992450078329
nhanes_laboratory.vic_j,DEEPSEEK,1.0,0.9999991655349731
nhanes_laboratory.vic_j,MISTRAL,0.5555555555555555,0.8062984612252976
nhanes_laboratory.vic_j,OPENAI,1.0,0.9999993046124777
nhanes_laboratory.vid_j,DEEPSEEK,0.7777777777777777,0.9743171135584513
nhanes_laboratory.vid_j,MISTRAL,1.0,0.9999992648760477
nhanes_laboratory.vid_j,OPENAI,0.2222222222222222,0.6349572340647379
nhanes_laboratory.vitaec_j,DEEPSEEK,1.0,0.999999205271403
nhanes_laboratory.vitaec_j,MISTRAL,0.7777777777777777,0.9808048738373651
nhanes_laboratory.vitaec_j,OPENAI,1.0,0.9999994436899821
nhanes_laboratory.vocwb_j,DEEPSEEK,1.0,0.9999992450078329
nhanes_laboratory.vocwb_j,MISTRAL,1.0,0.9999993443489075
nhanes_laboratory.vocwb_j,OPENAI,0.3333333333333333,0.8440829383002387
nhanes_questionnaire.acq_j,DEEPSEEK,1.0,0.9999994039535522
nhanes_questionnaire.acq_j,MISTRAL,1.0,0.9999995032946268
nhanes_questionnaire.acq_j,OPENAI,1.0,0.9999995032946268
nhanes_questionnaire.alq_j,DEEPSEEK,1.0,0.9999993840853373
nhanes_questionnaire.alq_j,MISTRAL,1.0,0.9999994436899821
nhanes_questionnaire.alq_j,OPENAI,0.5555555555555555,0.6757714417245654
nhanes_questionnaire.auq_j,DEEPSEEK,1.0,0.9999996423721313
nhanes_questionnaire.auq_j,MISTRAL,0.5555555555555555,0.9452153311835395
nhanes_questionnaire.auq_j,OPENAI,0.5555555555555555,0.555555005868276
nhanes_questionnaire.bpq_j,DEEPSEEK,1.0,0.9999992648760477
nhanes_questionnaire.bpq_j,MISTRAL,1.0,0.9999992847442627
nhanes_questionnaire.bpq_j,OPENAI,1.0,0.9999991854031881
nhanes_questionnaire.cbq_j,DEEPSEEK,1.0,0.9999994039535522
nhanes_questionnaire.cbq_j,MISTRAL,0.7777777777777777,0.7777772810724047
nhanes_questionnaire.cbq_j,OPENAI,0.3333333333333333,0.6492043468687269
nhanes_questionnaire.cbqpfa_j,DEEPSEEK,1.0,0.9999995827674866
nhanes_questionnaire.cbqpfa_j,MISTRAL,0.3333333333333333,0.9196922249264188
nhanes_questionnaire.cbqpfa_j,OPENAI,1.0,0.9999994039535522
nhanes_questionnaire.cbqpfc_j,DEEPSEEK,1.0,0.999999463558197
nhanes_questionnaire.cbqpfc_j,MISTRAL,0.3333333333333333,0.808662646346622
nhanes_questionnaire.cbqpfc_j,OPENAI,1.0,0.9999992847442627
nhanes_questionnaire.cdq_j,DEEPSEEK,0.6666666666666666,0.6666661103566488
nhanes_questionnaire.cdq_j,MISTRAL,0.5555555555555555,0.8211419118775262
nhanes_questionnaire.cdq_j,OPENAI,1.0,0.9999995032946268
nhanes_questionnaire.dbq_j,DEEPSEEK,1.0,0.9999992450078329
nhanes_questionnaire.dbq_j,MISTRAL,1.0,0.9999992648760477
nhanes_questionnaire.dbq_j,OPENAI,1.0,0.9999994039535522
nhanes_questionnaire.deq_j,DEEPSEEK,1.0,0.9999994039535522
nhanes_questionnaire.deq_j,MISTRAL,0.7777777777777777,0.7777773208088344
nhanes_questionnaire.deq_j,OPENAI,1.0,0.9999993443489075
nhanes_questionnaire.diq_j,DEEPSEEK,1.0,0.9999993046124777
nhanes_questionnaire.diq_j,MISTRAL,0.0,0.5238431360986497
nhanes_questionnaire.diq_j,OPENAI,0.7777777777777777,0.7777772678269281
nhanes_questionnaire.dlq_j,DEEPSEEK,1.0,0.9999993244806925
nhanes_questionnaire.dlq_j,MISTRAL,0.2222222222222222,0.6918960412343343
nhanes_questionnaire.dlq_j,OPENAI,0.2222222222222222,0.5997057225969102
nhanes_questionnaire.dpq_j,DEEPSEEK,1.0,0.9999991854031881
nhanes_questionnaire.dpq_j,MISTRAL,0.5555555555555555,0.8780774739053515
nhanes_questionnaire.dpq_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.duq_j,DEEPSEEK,1.0,0.9999996423721313
nhanes_questionnaire.duq_j,MISTRAL,1.0,0.9999995628992716
nhanes_questionnaire.duq_j,OPENAI,0.7777777777777777,0.9409651822514005
